Date,Region,Rainfall_mm,Temperature_C,Sentiment_Score,News_Sentiment,Nitrogen_N,Phosphorus_P,Potassium_K,Paddy_Price_LKR_per_kg,Demand_Tons
2021-12-08,Central,4.9,24.61,0.878,0.343,502.5,8.2,6.4,86.79,361.41
2021-12-09,North,23.61,25.02,-0.811,0.978,555.7,7.8,7.4,83.13,338.12
2021-12-09,South,21.57,28.47,-0.163,-0.118,460.7,11.1,8.4,82.52,330.02
2021-12-09,East,58.23,28.54,0.186,-0.627,516.5,6.3,9.7,81.79,343.23
2021-12-09,West,7.45,23.74,-0.332,-0.785,551.3,6.1,5.5,77.77,307.85
2021-12-09,Central,38.77,26.9,0.893,0.467,514.0,6.8,11.0,88.9,376.18
2021-12-10,North,62.75,30.29,-0.786,0.01,538.9,13.4,12.0,84.88,328.4
2021-12-10,South,42.24,31.2,-0.855,0.381,542.4,8.1,13.2,82.19,330.36
2021-12-10,East,1.8,28.59,0.242,0.782,556.9,11.7,10.3,88.47,350.21
2021-12-10,West,60.05,26.96,-0.795,-0.877,596.1,12.6,9.7,82.38,307.63
2021-12-10,Central,22.38,25.69,0.436,0.486,469.8,13.1,14.2,92.06,352.92
2021-12-11,North,32.71,22.7,-0.732,0.888,520.2,9.6,11.8,87.3,337.29
2021-12-11,South,16.32,28.22,-0.289,0.582,556.5,9.7,7.3,83.63,340.42
2021-12-11,East,9.32,27.07,-0.206,-0.474,483.6,13.6,11.2,84.6,312.64
2021-12-11,West,24.19,21.11,-0.516,-0.203,586.9,8.9,12.0,85.62,314.94
2021-12-11,Central,55.82,28.67,-0.013,-0.589,549.8,12.9,13.8,87.33,331.15
2021-12-12,North,46.51,29.64,0.807,-0.791,518.0,5.3,9.8,82.45,352.34
2021-12-12,South,33.49,27.42,-0.619,-0.116,502.7,9.6,6.7,80.15,323.76
2021-12-12,East,21.77,25.31,-0.227,-0.339,565.2,11.0,6.3,82.81,322.33
2021-12-12,West,49.62,27.64,-0.229,-0.684,465.4,13.2,13.0,85.34,322.0
2021-12-12,Central,14.53,27.79,-0.428,-0.602,498.9,11.5,12.9,82.94,306.69
2021-12-13,North,18.41,26.88,0.002,-0.357,529.9,9.0,9.1,82.79,327.43
2021-12-13,South,19.29,24.61,0.565,0.062,543.1,10.5,14.7,91.06,346.05
2021-12-13,East,7.22,27.98,-0.676,-0.501,507.6,8.4,13.1,80.28,301.77
2021-12-13,West,27.17,23.15,0.89,-0.609,538.6,12.8,9.4,89.85,343.51
2021-12-13,Central,52.98,28.23,-0.49,-0.475,568.1,10.4,7.4,81.33,325.15
2021-12-14,North,41.48,24.58,-0.089,0.396,549.4,5.8,14.3,87.17,347.93
2021-12-14,South,9.2,26.1,0.16,0.896,536.1,9.9,10.9,88.72,353.29
2021-12-14,East,25.26,25.08,0.017,-0.952,519.4,10.6,13.2,84.89,313.43
2021-12-14,West,48.14,25.62,-0.099,-0.429,476.4,14.6,5.7,84.69,332.4
2021-12-14,Central,11.6,23.22,0.934,-0.123,466.3,13.1,12.7,92.1,348.27
2021-12-15,North,52.4,26.17,0.104,-0.538,506.8,9.9,11.6,85.51,336.57
2021-12-15,South,29.5,31.18,0.561,-0.57,463.6,13.2,13.9,87.25,338.4
2021-12-15,East,46.59,28.6,-0.655,-0.995,585.5,11.4,5.0,78.35,307.93
2021-12-15,West,2.6,25.29,-0.624,0.719,472.0,6.5,10.3,82.19,329.89
2021-12-15,Central,12.02,25.14,-0.002,-0.57,508.5,10.8,7.0,82.45,319.8
2021-12-16,North,12.84,25.67,0.54,-0.075,552.2,8.2,10.7,86.64,344.16
2021-12-16,South,49.62,29.26,0.932,0.642,587.0,8.0,14.4,92.11,382.54
2021-12-16,East,15.64,25.68,-0.723,0.496,515.2,14.8,8.4,85.83,322.55
2021-12-16,West,66.49,26.6,0.209,0.373,463.4,5.1,14.9,87.25,366.22
2021-12-16,Central,8.87,29.22,0.585,-0.386,510.6,6.3,7.9,81.4,341.91
2021-12-17,North,12.96,26.25,0.537,-0.557,505.4,10.5,5.5,83.27,335.77
2021-12-17,South,11.24,24.97,-0.605,0.151,555.5,13.2,8.6,84.96,316.66
2021-12-17,East,20.51,27.83,0.522,0.972,579.2,13.7,7.4,91.0,368.06
2021-12-17,West,37.22,25.35,-0.649,-0.157,555.3,8.9,8.2,81.7,321.62
2021-12-17,Central,21.81,30.6,0.99,-0.202,507.4,8.8,10.5,86.17,358.59
2021-12-18,North,5.42,30.31,0.391,0.876,549.4,9.7,6.9,85.79,361.43
2021-12-18,South,68.36,27.61,-0.578,0.004,507.7,14.2,13.4,87.8,333.52
2021-12-18,East,18.9,27.03,0.028,0.146,473.1,15.0,11.7,88.69,334.49
2021-12-18,West,29.29,28.54,0.861,0.57,470.1,5.7,5.2,84.14,379.24
2021-12-18,Central,18.87,26.3,0.12,0.579,558.2,9.9,9.4,87.29,349.6
2021-12-19,North,41.96,30.48,0.067,-0.774,598.5,5.8,11.4,80.98,330.37
2021-12-19,South,16.04,28.76,0.914,0.394,512.4,9.6,12.9,89.95,364.74
2021-12-19,East,10.68,32.79,-0.294,0.273,540.7,9.3,6.8,80.03,334.24
2021-12-19,West,44.07,29.84,-0.012,0.583,526.4,10.5,9.5,86.2,357.02
2021-12-19,Central,116.65,22.69,0.323,-0.181,503.3,6.9,11.0,88.65,374.31
2021-12-20,North,44.5,24.72,0.718,0.983,536.7,13.5,7.4,93.23,381.36
2021-12-20,South,51.03,24.45,-0.186,0.696,525.3,9.1,10.5,87.86,355.59
2021-12-20,East,56.46,22.61,0.292,0.946,505.0,14.8,10.7,94.74,370.78
2021-12-20,West,27.11,25.41,-0.037,-0.843,555.7,6.1,9.8,80.89,319.68
2021-12-20,Central,3.26,28.72,0.698,0.043,553.6,6.4,12.3,85.86,348.87
2021-12-21,North,6.99,26.2,-0.651,-0.428,597.5,14.8,12.8,85.9,298.08
2021-12-21,South,4.28,27.31,0.198,-0.822,519.7,5.8,13.9,81.96,316.95
2021-12-21,East,22.02,25.61,0.11,-0.154,463.3,9.7,12.4,85.85,333.82
2021-12-21,West,48.71,28.8,0.608,-0.632,594.1,5.8,11.3,84.35,349.14
2021-12-21,Central,31.71,25.88,0.624,0.438,569.7,8.1,5.5,86.52,367.18
2021-12-22,North,29.82,27.73,0.36,0.662,501.5,12.8,9.7,89.57,360.75
2021-12-22,South,15.96,26.85,-0.702,0.117,526.9,9.7,12.3,83.32,316.6
2021-12-22,East,20.96,29.71,-1.0,-0.663,513.2,14.6,13.0,81.95,291.66
2021-12-22,West,18.95,28.6,-0.806,0.213,493.4,5.4,14.2,80.62,320.04
2021-12-22,Central,20.12,22.8,0.74,0.21,562.4,12.3,10.6,92.18,354.1
2021-12-23,North,16.52,24.77,-0.11,0.999,459.2,9.7,6.7,85.71,354.0
2021-12-23,South,26.37,26.45,-0.994,-0.393,457.7,14.9,13.1,83.92,298.59
2021-12-23,East,19.3,32.01,0.749,0.498,543.6,7.9,5.8,84.14,370.09
2021-12-23,West,19.5,23.84,-0.493,-0.338,525.8,13.5,7.8,84.12,312.03
2021-12-23,Central,48.82,19.87,0.025,0.345,469.9,7.8,13.6,89.63,350.31
2021-12-24,North,37.1,25.28,-0.301,0.484,452.1,6.1,6.7,81.58,348.17
2021-12-24,South,16.34,24.11,0.176,0.141,538.8,6.5,9.5,84.81,342.05
2021-12-24,East,41.83,25.77,0.131,0.431,571.2,7.6,12.0,87.84,354.81
2021-12-24,West,138.88,25.54,-0.867,0.952,522.7,13.0,13.6,91.97,372.18
2021-12-24,Central,33.55,26.78,-0.628,-0.029,501.4,5.8,6.5,78.24,327.79
2021-12-25,North,13.89,27.35,-0.292,0.207,590.1,6.5,10.0,82.53,331.19
2021-12-25,South,35.38,22.26,-0.413,-0.933,599.0,12.7,7.4,83.82,306.24
2021-12-25,East,39.28,22.16,-0.058,0.637,516.0,11.4,7.1,88.34,352.72
2021-12-25,West,15.8,26.67,-0.566,-0.253,560.2,8.5,11.4,81.98,312.84
2021-12-25,Central,37.87,27.97,-0.047,0.731,563.3,6.2,6.7,83.46,360.21
2021-12-26,North,8.46,30.14,0.519,0.772,509.8,8.0,12.5,87.54,361.96
2021-12-26,South,40.8,26.47,0.006,-0.972,562.9,10.3,8.8,82.75,321.17
2021-12-26,East,37.04,26.08,-0.48,-0.646,555.8,9.7,6.5,80.25,315.99
2021-12-26,West,20.63,25.28,0.824,0.786,580.5,5.1,14.3,90.98,372.54
2021-12-26,Central,35.19,27.75,-0.31,0.787,517.3,11.8,14.6,89.43,346.08
2021-12-27,North,42.31,24.73,0.844,-0.718,552.4,5.4,14.2,87.26,348.31
2021-12-27,South,27.85,30.83,0.239,-0.536,545.6,14.6,9.3,85.52,330.84
2021-12-27,East,32.11,26.56,0.808,-0.18,587.7,13.6,8.3,90.02,353.56
2021-12-27,West,61.67,20.25,0.55,0.054,490.1,6.0,11.5,89.16,364.44
2021-12-27,Central,8.42,23.39,-0.704,0.308,508.7,12.7,12.5,86.76,314.51
2021-12-28,North,34.64,27.06,0.788,0.873,560.1,10.9,6.9,90.38,379.9
2021-12-28,South,72.67,23.46,0.966,-0.452,500.6,11.9,6.8,89.65,368.13
2021-12-28,East,49.12,25.34,0.957,0.177,532.1,11.7,13.3,93.49,369.94
2021-12-28,West,23.36,26.9,-0.936,0.225,451.8,6.0,6.0,76.79,322.42
2021-12-28,Central,94.45,30.73,-0.546,-0.557,516.9,7.2,7.8,78.88,340.71
2021-12-29,North,16.77,29.58,0.656,-0.234,479.0,5.2,5.9,80.25,352.26
2021-12-29,South,18.34,24.64,-0.664,0.944,590.8,11.6,13.4,89.24,332.85
2021-12-29,East,44.07,24.53,-0.478,0.024,592.6,11.4,12.1,87.29,327.87
2021-12-29,West,41.78,25.69,-0.929,0.409,468.0,13.6,6.3,83.28,327.46
2021-12-29,Central,13.32,27.6,-0.812,0.509,548.5,14.0,10.7,85.67,319.46
2021-12-30,North,12.0,28.15,0.437,-0.854,595.1,14.0,12.0,87.44,320.38
2021-12-30,South,19.72,30.02,0.201,0.364,488.0,9.7,14.4,87.18,347.12
2021-12-30,East,24.53,28.53,-0.079,-0.921,545.8,14.2,7.8,82.92,313.21
2021-12-30,West,7.17,27.82,0.134,0.107,514.0,14.0,12.7,88.63,332.07
2021-12-30,Central,12.06,29.0,-0.205,0.25,498.5,6.6,5.7,79.29,337.71
2021-12-31,North,23.9,27.25,0.716,-0.217,566.6,8.8,8.3,85.93,351.09
2021-12-31,South,66.68,25.0,-0.894,0.591,459.0,14.6,7.6,86.15,339.86
2021-12-31,East,10.78,25.17,0.803,0.668,516.1,9.9,14.3,92.52,363.33
2021-12-31,West,13.23,25.71,-0.217,0.831,541.5,6.8,9.9,84.98,346.08
2021-12-31,Central,103.22,22.47,-0.004,-0.085,471.6,12.7,7.2,88.57,361.62
2022-01-01,North,10.74,27.1,-0.515,-0.631,546.5,14.1,12.2,75.92,278.6
2022-01-01,South,8.75,25.96,0.253,0.455,465.5,5.7,10.7,76.03,322.95
2022-01-01,East,66.82,21.15,-0.248,0.28,487.6,9.5,14.0,80.79,321.68
2022-01-01,West,14.88,26.49,0.261,-0.398,472.3,11.4,14.3,78.49,303.74
2022-01-01,Central,21.62,26.35,0.859,0.435,549.7,7.7,12.0,80.79,338.78
2022-01-02,North,32.89,25.43,0.043,-0.656,585.7,10.7,10.2,76.68,300.33
2022-01-02,South,13.66,24.73,-0.59,0.577,591.0,9.9,9.4,76.71,304.03
2022-01-02,East,16.86,27.2,0.952,-0.338,576.6,12.8,12.9,82.0,320.99
2022-01-02,West,19.82,29.16,0.568,0.245,531.0,5.0,14.5,77.67,329.09
2022-01-02,Central,28.01,24.8,0.358,0.45,572.7,9.8,10.7,80.51,328.17
2022-01-03,North,26.79,31.53,0.581,-0.613,590.3,8.6,11.8,76.0,314.3
2022-01-03,South,33.56,21.82,0.721,-0.052,510.1,11.3,14.6,83.69,325.53
2022-01-03,East,28.1,30.6,-0.335,0.663,463.6,10.3,14.6,77.55,317.21
2022-01-03,West,34.16,23.35,-0.049,-0.364,462.1,9.6,12.7,77.34,304.22
2022-01-03,Central,29.84,28.65,-0.976,0.176,547.2,6.8,5.4,69.4,297.64
2022-01-04,North,22.25,29.88,0.338,0.885,507.6,6.9,12.0,78.06,337.77
2022-01-04,South,54.95,26.91,-0.204,-0.38,584.5,11.3,8.6,76.19,308.3
2022-01-04,East,15.31,24.11,0.959,-0.823,462.7,11.3,12.4,79.73,311.95
2022-01-04,West,102.37,26.07,-0.279,-0.139,471.0,6.9,12.2,76.37,328.59
2022-01-04,Central,7.6,24.78,0.238,-0.713,538.9,9.9,5.6,73.85,298.01
2022-01-05,North,22.03,26.54,0.957,0.748,531.1,8.1,10.3,81.21,348.2
2022-01-05,South,88.28,29.2,0.816,-0.529,575.1,9.5,15.0,81.36,339.36
2022-01-05,East,10.79,27.25,0.064,-0.044,455.6,5.6,12.9,74.44,308.93
2022-01-05,West,21.08,24.73,0.106,-0.494,456.4,6.2,13.1,74.98,303.11
2022-01-05,Central,38.62,25.76,-0.535,-0.017,550.1,9.6,11.8,76.16,301.68
2022-01-06,North,5.88,28.57,-0.822,0.388,581.1,6.5,10.8,72.48,294.9
2022-01-06,South,73.08,25.28,-0.166,-0.299,588.7,5.4,6.4,73.48,320.35
2022-01-06,East,43.6,27.46,-0.716,0.41,548.1,9.7,14.2,77.3,307.06
2022-01-06,West,9.83,25.73,0.855,0.042,456.9,12.0,6.3,78.54,327.81
2022-01-06,Central,76.34,28.81,0.642,-0.129,475.8,5.5,8.1,75.47,345.2
2022-01-07,North,12.39,26.38,0.76,0.776,569.1,9.6,6.7,79.91,341.33
2022-01-07,South,16.95,29.8,0.213,-0.27,538.7,13.2,6.1,75.41,309.12
2022-01-07,East,25.14,29.3,0.995,-0.013,524.6,13.0,7.2,79.58,334.84
2022-01-07,West,26.06,23.68,0.554,0.577,570.7,9.3,13.1,82.7,333.45
2022-01-07,Central,10.07,29.14,0.787,-0.612,597.3,11.8,8.2,77.32,312.56
2022-01-08,North,27.14,29.5,0.091,-0.898,596.4,10.8,6.4,73.02,297.73
2022-01-08,South,25.72,31.22,0.005,-0.016,575.5,12.9,12.6,78.17,309.65
2022-01-08,East,15.93,25.0,-0.609,0.946,539.0,8.4,6.2,74.89,314.44
2022-01-08,West,16.91,25.22,0.22,-0.692,471.2,9.2,12.0,75.83,299.39
2022-01-08,Central,39.11,28.6,-0.423,0.876,533.0,9.4,14.3,78.83,322.33
2022-01-09,North,37.01,29.23,-0.163,0.119,456.1,6.0,13.5,74.55,315.8
2022-01-09,South,20.96,23.67,-0.345,0.562,541.9,12.8,5.2,77.37,312.28
2022-01-09,East,16.9,29.29,-0.793,0.675,523.0,5.1,6.8,70.32,308.24
2022-01-09,West,17.52,32.46,-0.274,-0.426,463.4,11.5,13.9,74.21,293.86
2022-01-09,Central,26.02,28.46,0.946,-0.467,512.4,13.1,12.7,80.92,322.29
2022-01-10,North,34.3,31.04,-0.048,0.988,553.9,7.1,11.4,77.12,334.93
2022-01-10,South,10.58,22.91,-0.259,-0.96,528.5,9.1,14.4,75.58,278.39
2022-01-10,East,20.14,35.44,0.948,0.823,541.6,5.4,6.8,75.19,354.93
2022-01-10,West,40.52,24.26,-0.279,0.597,525.0,14.5,11.3,81.53,317.77
2022-01-10,Central,3.35,29.8,0.612,-0.736,567.4,8.5,5.0,72.45,307.44
2022-01-11,North,29.7,22.62,-0.9,-0.026,485.3,6.2,10.3,72.62,291.91
2022-01-11,South,15.78,29.09,0.539,-0.51,464.4,8.6,12.6,75.93,311.59
2022-01-11,East,9.5,27.43,-0.356,-0.507,531.0,7.2,12.7,73.03,288.1
2022-01-11,West,38.18,25.67,0.224,-0.667,548.9,7.8,6.9,73.97,309.56
2022-01-11,Central,18.21,22.88,-0.93,-0.925,569.5,11.9,14.7,75.5,263.89
2022-01-12,North,42.13,24.84,0.593,-0.137,521.2,6.8,11.7,78.51,328.37
2022-01-12,South,54.07,31.61,-0.453,-0.757,456.5,11.4,7.9,71.15,297.76
2022-01-12,East,27.22,25.42,0.294,-0.012,515.2,8.3,13.1,78.54,317.71
2022-01-12,West,3.27,31.17,0.412,0.068,563.8,5.4,12.4,75.02,317.56
2022-01-12,Central,31.43,26.53,-0.174,0.528,588.7,6.8,12.9,77.79,319.48
2022-01-13,North,50.8,27.32,-0.144,-0.339,522.8,6.2,14.0,75.38,310.15
2022-01-13,South,15.21,24.74,-0.791,0.225,558.2,10.9,8.3,74.83,293.1
2022-01-13,East,122.11,27.71,-0.181,0.906,479.8,11.8,8.3,80.46,357.8
2022-01-13,West,28.83,24.94,-0.129,-0.196,566.8,8.3,6.0,74.01,307.22
2022-01-13,Central,16.62,30.8,0.02,-0.79,560.7,13.7,8.8,74.62,292.87
2022-01-14,North,36.15,26.6,-0.907,0.41,483.1,9.7,9.8,74.16,302.33
2022-01-14,South,20.58,28.87,0.181,0.26,583.6,6.4,14.3,77.58,319.34
2022-01-14,East,22.84,24.57,0.812,0.802,518.2,8.9,6.4,80.13,346.86
2022-01-14,West,19.01,30.04,-0.055,0.108,558.0,11.3,14.8,78.5,308.07
2022-01-14,Central,2.87,27.83,0.791,0.605,480.3,6.3,11.9,78.54,336.25
2022-01-15,North,33.02,25.77,-0.182,-0.492,458.9,6.4,13.5,74.21,300.44
2022-01-15,South,34.26,28.93,0.219,-0.818,518.8,6.7,8.4,72.08,306.48
2022-01-15,East,6.59,26.7,0.323,0.823,583.0,11.0,12.9,81.86,326.57
2022-01-15,West,7.13,25.91,0.742,0.497,545.7,11.1,6.7,79.72,332.86
2022-01-15,Central,27.15,29.72,-0.72,-0.303,595.5,13.6,5.9,72.9,289.35
2022-01-16,North,30.15,20.9,0.749,-0.731,578.5,9.9,15.0,82.24,311.21
2022-01-16,South,17.06,24.34,0.23,0.806,538.7,13.4,7.8,81.22,328.08
2022-01-16,East,27.02,27.77,0.05,-0.583,559.5,12.4,7.5,75.36,301.35
2022-01-16,West,119.64,29.97,-0.56,-0.263,499.1,10.8,13.9,77.21,323.6
2022-01-16,Central,33.48,26.71,0.51,0.502,538.8,6.5,10.7,78.57,337.33
2022-01-17,North,35.86,22.97,-0.05,0.89,450.8,14.8,5.4,80.32,330.07
2022-01-17,South,29.81,29.91,0.869,-0.136,520.6,12.7,5.3,77.65,332.26
2022-01-17,East,1.66,31.15,-0.059,-0.904,529.7,9.8,13.0,73.01,284.38
2022-01-17,West,22.27,29.52,-0.722,-0.993,573.2,9.5,7.4,69.23,275.64
2022-01-17,Central,44.39,24.46,0.818,-0.57,533.8,5.1,12.3,77.81,326.21
2022-01-18,North,15.79,25.72,0.544,0.75,592.5,6.3,8.0,78.41,337.62
2022-01-18,South,8.2,28.1,-0.048,0.909,547.1,5.9,9.8,75.83,325.04
2022-01-18,East,44.78,24.74,-0.404,-0.088,495.7,12.0,13.6,78.59,303.43
2022-01-18,West,44.32,24.68,0.91,-0.614,562.1,5.2,9.5,76.99,328.49
2022-01-18,Central,28.18,27.49,-0.044,0.455,565.8,13.7,9.1,79.44,318.55
2022-01-19,North,8.74,25.83,-0.669,0.964,568.5,8.7,9.6,76.19,309.35
2022-01-19,South,28.82,24.87,0.076,0.324,545.0,13.6,5.7,78.71,319.79
2022-01-19,East,27.87,24.5,0.88,0.524,584.0,8.3,5.3,79.56,344.82
2022-01-19,West,11.47,25.44,-0.515,0.358,513.9,7.7,14.5,76.49,300.55
2022-01-19,Central,26.03,23.07,0.388,-0.211,531.4,12.9,12.9,81.7,312.22
2022-01-20,North,13.1,21.59,0.268,-0.272,462.1,13.8,12.4,80.92,303.72
2022-01-20,South,34.43,28.5,-0.272,-0.58,458.2,14.5,11.7,76.26,294.5
2022-01-20,East,23.56,30.84,-0.61,-0.669,583.2,6.1,8.7,68.91,286.74
2022-01-20,West,13.68,28.8,-0.097,0.159,542.9,8.7,6.8,73.65,310.97
2022-01-20,Central,19.27,26.92,0.212,0.116,533.8,5.7,12.1,76.15,317.88
2022-01-21,North,10.52,28.06,-0.635,0.501,480.7,14.8,7.4,75.82,300.85
2022-01-21,South,58.43,24.57,-0.184,0.41,467.0,9.8,14.4,80.07,324.02
2022-01-21,East,40.75,25.42,0.175,-0.293,537.0,14.6,7.1,78.62,312.97
2022-01-21,West,111.67,25.87,0.397,-0.133,561.8,7.3,8.5,78.52,348.19
2022-01-21,Central,15.0,25.42,-0.398,0.498,490.1,11.8,7.8,76.38,308.24
2022-01-22,North,15.08,28.48,0.005,0.834,459.5,8.5,9.9,76.52,326.57
2022-01-22,South,50.86,29.4,-0.56,-0.982,529.0,6.2,12.1,70.6,289.2
2022-01-22,East,11.0,30.22,-0.322,0.639,551.7,10.3,7.9,74.99,313.4
2022-01-22,West,22.08,26.56,-0.183,-0.303,543.1,13.0,14.5,78.91,296.07
2022-01-22,Central,19.24,27.53,0.674,-0.866,571.3,14.4,5.7,77.1,307.31
2022-01-23,North,20.35,25.74,0.553,0.192,583.8,9.6,5.8,77.76,327.59
2022-01-23,South,58.41,28.77,0.666,0.411,584.7,7.9,14.6,81.75,345.32
2022-01-23,East,47.99,27.47,-0.597,-0.141,466.4,7.8,12.0,73.61,303.11
2022-01-23,West,13.96,26.98,-0.743,0.395,524.4,13.7,10.2,76.68,295.94
2022-01-23,Central,17.13,27.02,0.704,0.049,544.1,7.9,14.7,80.1,324.98
2022-01-24,North,17.49,26.22,-0.489,0.013,531.2,6.3,8.5,72.24,299.87
2022-01-24,South,26.49,28.18,0.302,-0.05,516.6,11.4,7.9,76.8,318.53
2022-01-24,East,23.23,29.91,-0.417,-0.742,459.4,13.7,7.3,72.09,287.04
2022-01-24,West,30.53,29.71,0.876,-0.893,592.1,11.4,9.1,77.37,315.95
2022-01-24,Central,1.51,27.05,0.587,-0.439,501.4,11.5,8.3,76.61,308.67
2022-01-25,North,77.18,28.2,0.628,0.212,539.0,12.0,13.4,83.05,345.29
2022-01-25,South,22.3,28.01,0.013,-0.828,516.8,8.0,6.3,71.06,297.4
2022-01-25,East,28.27,31.09,-0.868,0.244,568.4,6.7,7.6,70.18,300.75
2022-01-25,West,4.93,28.57,-0.392,-0.101,522.6,14.7,12.7,77.44,290.25
2022-01-25,Central,10.99,27.25,-0.251,-0.838,457.1,8.5,9.6,71.26,285.78
2022-01-26,North,65.08,22.91,0.389,-0.889,475.0,14.2,12.1,80.82,311.92
2022-01-26,South,45.25,25.57,0.711,-0.816,492.8,14.7,13.4,81.7,314.24
2022-01-26,East,17.47,29.62,-0.694,-0.868,553.9,11.7,6.5,70.11,276.61
2022-01-26,West,17.91,26.22,0.029,0.178,485.7,5.4,8.2,73.53,316.44
2022-01-26,Central,38.86,29.84,-0.176,-0.052,469.0,7.6,6.8,71.84,314.95
2022-01-27,North,54.42,26.28,-0.989,0.303,534.4,5.3,8.2,71.55,306.87
2022-01-27,South,29.48,26.58,-0.847,-0.787,501.6,8.7,10.4,70.87,277.88
2022-01-27,East,109.49,26.73,0.434,0.19,474.4,8.0,14.2,81.31,352.91
2022-01-27,West,12.61,28.73,-0.159,0.154,510.7,10.0,6.5,73.68,308.77
2022-01-27,Central,7.94,25.64,-0.134,-0.616,518.7,8.2,5.0,71.1,292.99
2022-01-28,North,67.33,29.87,-0.36,-0.321,560.8,14.8,8.3,76.6,309.46
2022-01-28,South,18.02,27.41,-0.555,0.999,555.8,9.7,7.9,76.03,316.71
2022-01-28,East,36.22,25.46,-0.838,0.75,591.6,14.8,10.7,79.87,306.22
2022-01-28,West,19.91,29.63,0.114,0.706,472.1,10.7,14.1,79.48,325.45
2022-01-28,Central,30.21,22.07,-0.292,0.783,516.3,11.9,12.3,81.46,317.96
2022-01-29,North,20.31,26.38,0.315,-0.611,585.0,6.4,10.5,74.9,305.92
2022-01-29,South,37.56,26.66,0.337,0.48,496.2,9.0,13.4,80.2,332.02
2022-01-29,East,41.33,26.79,-0.084,0.139,516.9,5.9,5.6,72.82,321.65
2022-01-29,West,43.81,31.16,-0.286,-0.4,546.2,10.8,7.2,72.76,305.02
2022-01-29,Central,54.41,30.18,0.698,-0.039,590.3,7.8,5.2,75.8,340.51
2022-01-30,North,18.94,29.26,0.397,-0.486,530.8,9.5,11.7,76.19,309.17
2022-01-30,South,58.71,33.18,0.182,-0.37,463.1,10.1,6.9,72.94,323.51
2022-01-30,East,45.96,27.82,-0.286,0.025,497.7,11.1,14.4,78.14,310.03
2022-01-30,West,29.66,27.22,0.75,0.848,586.3,8.6,6.5,79.76,349.05
2022-01-30,Central,36.25,27.5,0.906,0.406,578.1,8.7,8.7,80.17,345.28
2022-01-31,North,8.75,30.18,-0.969,-0.454,492.7,8.5,14.8,71.26,274.22
2022-01-31,South,22.78,30.98,0.598,0.89,581.1,5.9,12.3,78.89,344.27
2022-01-31,East,15.26,27.61,0.551,0.149,516.6,14.9,13.0,82.32,320.23
2022-01-31,West,22.34,27.51,-0.263,0.426,493.3,13.1,14.7,79.95,309.38
2022-01-31,Central,33.79,23.48,-0.666,-0.954,513.6,14.0,6.4,73.47,277.98
2022-02-01,North,4.38,29.77,0.976,-0.307,538.1,5.9,7.1,74.23,325.53
2022-02-01,South,37.66,29.4,-0.822,0.722,521.2,13.7,14.9,79.14,307.26
2022-02-01,East,44.51,26.65,0.019,0.065,459.9,14.6,12.6,80.46,316.34
2022-02-01,West,18.38,26.42,-0.909,-0.4,463.3,9.1,14.1,72.98,278.82
2022-02-01,Central,41.9,23.08,-0.737,0.638,512.2,10.6,12.1,78.59,309.74
2022-02-02,North,14.58,24.33,0.236,0.437,563.3,6.4,6.9,76.22,324.0
2022-02-02,South,5.46,27.33,-0.099,0.293,507.3,10.5,5.4,74.33,310.3
2022-02-02,East,46.35,26.1,-0.371,0.4,573.9,13.3,8.0,78.47,315.98
2022-02-02,West,2.63,28.55,0.533,-0.276,533.9,9.6,5.3,74.26,313.61
2022-02-02,Central,18.41,27.41,0.065,-0.415,450.4,7.6,14.6,75.39,302.41
2022-02-03,North,20.89,24.03,-0.939,-0.133,575.1,9.7,11.5,74.68,283.24
2022-02-03,South,37.97,31.07,-0.121,0.492,583.9,9.2,9.9,76.33,323.91
2022-02-03,East,28.75,30.58,-0.964,0.445,553.2,7.4,6.2,70.18,302.86
2022-02-03,West,6.69,24.21,0.703,0.551,491.6,14.9,5.7,81.44,331.16
2022-02-03,Central,2.15,29.96,0.126,-0.676,561.8,10.8,10.7,74.52,293.19
2022-02-04,North,8.55,27.75,0.972,0.534,580.3,11.3,9.8,81.84,338.32
2022-02-04,South,39.43,28.7,-0.96,0.342,554.1,6.2,10.1,72.0,302.69
2022-02-04,East,13.62,29.25,0.709,-0.955,536.3,13.5,6.6,75.82,305.5
2022-02-04,West,18.32,24.1,0.664,-0.38,458.8,8.2,13.8,78.87,315.89
2022-02-04,Central,36.5,24.44,-0.496,-0.35,470.3,6.6,7.7,71.64,298.95
2022-02-05,North,35.9,28.59,0.068,-0.877,512.9,14.1,8.6,75.57,298.21
2022-02-05,South,23.64,23.33,0.687,0.436,493.5,10.3,14.4,83.29,332.41
2022-02-05,East,27.9,27.83,0.109,0.2,527.1,12.7,6.8,77.25,319.01
2022-02-05,West,25.76,27.33,0.448,0.811,464.2,12.5,10.4,81.19,337.24
2022-02-05,Central,33.12,30.36,0.98,-0.819,580.9,13.3,11.8,79.92,318.83
2022-02-06,North,7.95,29.37,0.215,-0.693,495.2,11.9,11.9,75.7,296.13
2022-02-06,South,36.39,23.89,-0.47,0.67,464.4,10.8,13.2,79.37,314.91
2022-02-06,East,22.35,21.87,-0.546,-0.221,451.9,10.2,8.7,74.58,292.5
2022-02-06,West,63.82,28.48,0.831,0.553,522.7,8.4,14.1,82.46,354.22
2022-02-06,Central,10.08,26.18,0.322,-0.912,465.4,6.5,7.2,71.4,299.12
